precio,tcons,recamaras,tterreno,numban,condicion
595000,313.944,2,1371.6000000000001,1.5,3
218000,292.608,3,2936.1384000000003,1,5
570000,588.264,3,11036.808,1.75,3
326100,268.224,2,2341.7784,1,3
432500,682.7520000000001,3,1949.5008,2.5,3
485000,713.2320000000001,3,18000.8784,2.5,3
1034500,722.3760000000001,4,3309.5184000000004,2.5,3
435000,374.904,3,377.3424,2.25,3
905000,905.2560000000001,4,4415.3328,3.5,3
385000,975.36,4,6904.0248,2.5,5
1730000,1524,5,8089.392000000001,3.5,3
459500,381,2,1165.8600000000001,1,3
310000,213.36,2,914.4000000000001,1,4
449990,816.864,4,1688.2872,2.5,3
468000,640.08,4,2560.32,2.5,4
569950,347.47200000000004,4,1810.5120000000002,1,3
413000,463.29600000000005,3,1051.8648,2,3
252000,432.81600000000003,3,2068.9824000000003,2,3
628000,1219.2,3,3625.2912,1.75,3
410000,530.352,3,1508.1504,2.5,3
1190000,1030.2240000000002,3,1015.8984,3.5,3
290000,521.208,3,3337.56,1.75,3
472217,612.648,3,674.2176000000001,2.5,3
425000,295.656,2,822.96,1,4
435000,731.52,6,2627.376,3.5,3
715000,746.76,4,2346.96,2.5,3
450000,551.688,3,3840.48,1.75,3
645000,649.224,3,1219.2,2,3
900000,1325.88,5,11329.111200000001,3,3
495500,649.224,3,1938.528,1.75,3
541000,429.76800000000003,3,1243.584,1.75,4
690000,487.68,3,1341.1200000000001,1.75,3
620000,542.544,3,435.55920000000003,2.25,3
85000,252.984,2,2743.2000000000003,1,3
635000,1130.808,5,10424.16,3.25,3
779950,865.6320000000001,4,1482.5472,2.75,3
398000,432.81600000000003,4,1968.3984,1,4
485000,573.024,3,1677.0096,2.5,3
287000,691.8960000000001,4,3656.6856000000002,2.25,4
290000,225.55200000000002,1,391.3632,0.75,4
625000,487.68,3,1258.2144,1.5,3
400000,274.32,3,1244.8032,1,3
533000,856.488,3,1404.2136,2.5,3
225000,502.92,3,2358.8472,2.25,3
261000,542.544,3,2377.44,1,3
1072500,880.8720000000001,3,6547.104,2.25,3
570000,454.15200000000004,4,2062.2768,3,5
970000,1036.3200000000002,3,3048,2.25,3
467000,402.336,2,3291.84,1.5,4
178500,365.76,3,2581.656,1,5
257000,548.64,3,2743.2000000000003,1.75,3
339950,243.84,2,941.832,1,4
1348000,1078.992,5,1819.9608,3.25,3
365000,240.792,2,342.29040000000003,1.5,3
350000,420.624,3,484.632,2.5,3
416500,694.9440000000001,4,12145.6704,2,4
370000,402.336,3,2194.8648000000003,1.5,3
300000,289.56,3,1450.8480000000002,1,3
808000,1018.032,4,2203.704,2.75,3
234000,432.81600000000003,3,2663.3424,1.75,4
458000,423.672,3,478.2312,4,3
572500,697.9920000000001,3,3413.76,2,3
270500,733.3488,5,2161.9464000000003,2.5,3
410000,408.432,3,3040.38,1.75,4
272000,658.368,3,2176.272,1.75,4
280000,259.08000000000004,2,4998.72,1,3
515500,862.5840000000001,4,2476.8048000000003,2.75,3
1050000,1121.664,4,2615.184,3.25,5
219950,396.24,3,2932.176,1,3
637500,512.0640000000001,3,3256.788,1.75,4
250000,365.76,3,1669.6944,1.75,5
410000,813.816,5,56125.872,2.5,3
428750,335.28000000000003,3,1243.584,1,4
274250,277.368,3,2575.56,1,4
818900,329.184,3,1255.776,1,3
543115,420.624,2,1671.5232,1,3
402395,813.5112,4,1641.3480000000002,2.5,3
325000,637.032,4,2265.8832,2.5,3
520000,381,2,1130.1984,1,3
620000,609.6,5,2655.7224,1.75,3
1218000,1057.656,4,1447.8000000000002,3,3
471000,499.872,3,3085.4904,1.75,3
246500,286.512,2,1828.8000000000002,1,2
475000,381,3,45755.6616,1,3
330000,396.24,3,291.9984,1.75,3
553000,420.624,3,1905,1,4
745000,661.416,2,2300.0208000000002,2.5,3
479000,722.3760000000001,4,9259.2144,2.5,3
1005000,783.336,3,1524,2.5,4
350000,539.496,4,2236.0128,1.75,4
845000,905.2560000000001,4,2765.1456000000003,2.5,3
949950,713.2320000000001,5,606.2472,2.5,3
172040,521.208,3,2174.4432,2.25,4
550000,563.88,3,11358.067200000001,2.25,3
770000,716.2800000000001,3,1737.3600000000001,2,4
800866,969.264,5,4208.0688,2.5,4
460000,612.0384,5,1539.24,3,3
390000,588.264,3,19782.7392,2.5,4
475000,874.7760000000001,7,9052.2552,3.5,3
926300,505.968,3,1463.04,1.5,3
334000,673.6080000000001,4,1853.1840000000002,2.5,4
326500,551.688,3,3771.9,1,3
242000,399.288,3,2939.7960000000003,1.75,3
229000,362.71200000000005,2,2257.9584,1,3
392000,591.312,4,1997.9640000000002,2.75,3
305000,643.128,3,2336.292,2.25,4
547000,670.5600000000001,5,1243.584,2.5,5
433000,472.44,4,1540.1544000000001,1.5,4
1875000,1197.864,4,3331.1592,3.25,3
568000,850.392,4,5326.6848,1.75,3
206000,347.47200000000004,3,2987.04,1.75,4
239000,216.40800000000002,2,4267.2,1,4
840500,697.9920000000001,4,3710.6352,2.25,3
302282,333.75600000000003,2,1560.576,1,3
425000,408.432,5,3530.4984000000004,2.75,3
425000,469.392,3,2441.7528,2,3
301000,323.088,3,2816.6568,1,4
740000,1146.048,4,17392.8024,3.5,3
600000,917.4480000000001,4,2424.0744,2.5,3
425000,630.936,4,1349.3496,2.5,3
398950,914.4000000000001,4,3138.5256,3,3
269950,627.888,4,4114.8,2.5,3
352500,414.528,3,2340.864,1.5,3
250000,630.936,3,2560.32,2.5,4
442200,493.776,4,2478.6336,1.75,3
259000,490.728,3,4281.2208,2,3
545000,390.144,3,562.356,2.5,3
1490000,1103.376,5,2383.8408,3.5,3
3640900,1472.184,4,6783.9336,3.25,4
234500,597.408,4,2400.3,2.5,3
295500,429.76800000000003,3,405.9936,2.5,3
490000,637.032,4,3312.8712,2.25,3
275000,313.944,3,2189.6832,1.5,4
255000,429.76800000000003,3,2839.212,1.75,5
785000,975.36,4,16263.213600000001,2.25,4
920000,1118.616,3,3622.2432000000003,1.75,4
1165000,1286.256,5,4864.3032,3.75,3
1205000,752.856,4,1676.4,2.75,3
825000,1103.376,4,1980.8952000000002,3.5,3
790000,923.5440000000001,5,6231.9408,3.25,3
1090000,847.344,4,2083.9176,2.5,3
716500,588.264,3,1524,1.75,3
354000,259.08000000000004,2,1592.5800000000002,1,3
318700,844.296,4,5826.5568,2.5,4
1100000,1316.736,5,2322.576,2.25,3
580000,316.992,2,975.36,1,3
325500,469.392,3,2471.9280000000003,1.5,4
401000,615.696,3,2897.1240000000003,2.75,3
515000,277.368,2,1440.18,1,3
267800,429.76800000000003,3,578.8152,1.75,3
520000,765.048,3,13409.676000000001,2.25,3
634800,999.744,4,1494.7392,3,3
417400,816.864,3,3744.4680000000003,3,4
315000,295.656,3,2081.1744,1,3
635000,591.312,3,50939.700000000004,1.75,4
305000,597.408,2,56958.585600000006,1,4
499000,469.392,2,1996.1352000000002,1.5,3
265000,533.4,3,2834.0304,2.25,4
605000,670.5600000000001,3,731.52,3.25,3
775000,755.904,3,1526.1336000000001,2.5,3
589000,280.416,3,1097.28,1.75,4
320000,362.71200000000005,3,1255.776,1,3
500000,438.91200000000003,3,16555.212,1,3
365070,763.8288,4,1899.5136,2.5,3
1280000,938.784,4,1255.776,3.25,3
880000,630.936,3,1524,1.75,3
237000,292.608,3,2255.52,1.5,3
615000,701.0400000000001,3,2458.8216,2.25,4
600000,688.8480000000001,4,13364.5656,2.25,3
361000,752.856,3,1722.1200000000001,2.25,3
449250,451.10400000000004,4,1171.6512,2,5
522000,548.64,4,2628.2904000000003,2.25,4
390000,435.86400000000003,3,3004.4136000000003,1.75,4
575000,481.584,3,3581.4,1.75,4
540000,448.05600000000004,3,515.4168000000001,2,3
450000,365.76,2,1219.2,1,3
295832,429.76800000000003,5,1950.72,1,5
479900,603.504,3,3703.32,2,3
655275,624.84,3,3613.7088000000003,1.75,3
303210,612.3432,4,1524,2.5,3
235000,362.71200000000005,3,2218.944,1.75,4
540000,600.456,3,2499.36,1.75,5
322200,612.648,4,5791.200000000001,2.25,4
879000,1289.304,4,9676.4856,2.75,4
255000,524.256,3,1887.9312,2.5,3
402000,899.1600000000001,4,4736.592000000001,2.75,4
494000,393.192,2,1417.3200000000002,1,4
336500,432.81600000000003,3,1046.3784,2.25,4
525000,719.3280000000001,5,3072.6888000000004,2.5,4
205000,393.192,3,2197.608,1.75,3
442000,597.408,4,3867.3024,1.5,4
228000,323.088,2,1859.2800000000002,1,3
1150000,1383.7920000000001,4,6024.9816,3.5,3
500000,478.536,3,2599.944,1.75,4
415000,445.00800000000004,2,1280.16,1,4
269500,243.84,2,365.76,1,3
725000,1039.3680000000002,3,12503.5056,2.5,3
285000,515.1120000000001,3,2273.808,2.5,3
392000,332.232,3,1866.9,1,4
1620000,1164.336,4,2473.1472000000003,3.25,3
270000,536.448,3,2525.8776000000003,2.25,3
660000,877.8240000000001,3,1554.48,2,4
302000,530.352,4,2406.396,2.5,3
229900,472.44,4,3017.2152,1.75,4
350000,612.648,3,1874.52,1.75,5
565000,710.1840000000001,4,2418.8928,2.5,3
1015000,822.96,4,1399.0320000000002,2.5,3
266000,341.37600000000003,3,2514.6,1.5,4
830000,826.008,5,6035.04,2.25,5
349000,515.1120000000001,3,1548.384,1.75,3
279900,426.72,3,3291.84,1,3
410000,691.8960000000001,3,2495.3976000000002,1.5,4
730000,874.7760000000001,5,2009.5464000000002,2.75,3
699900,856.488,4,2225.6496,2.75,3
460000,393.192,3,2615.184,1.75,4
815000,704.0880000000001,3,1828.8000000000002,2,4
775000,1210.056,4,64260.984000000004,3.5,3
400000,429.76800000000003,2,390.4488,2.5,3
461000,515.1120000000001,3,922.3248000000001,2.5,3
420000,518.1600000000001,4,1943.1000000000001,2,4
760500,704.0880000000001,4,11014.2528,2.25,4
420000,600.456,3,1117.7016,2.5,3
332000,350.52000000000004,2,2480.4624000000003,1,3
412250,396.24,2,909.2184000000001,2,3
325000,484.632,3,2418.8928,1.5,3
203000,362.71200000000005,3,1828.8000000000002,1.75,3
320000,384.048,3,2926.08,1,3
470000,463.29600000000005,2,1286.256,1.75,4
547500,795.528,4,2211.0192,2.5,2
840000,755.904,4,1402.6896000000002,2.5,3
231000,371.856,3,2687.4216,1.75,3
880000,920.4960000000001,5,2800.1976,2.75,3
391000,454.15200000000004,3,2743.2000000000003,2,4
1387000,1368.5520000000001,4,7548.9816,4.5,3
321000,613.8672,3,1371.6000000000001,2.5,3
405000,731.52,5,1493.52,2.75,3
242500,365.76,3,2962.656,1.5,4
302000,615.696,4,2397.252,1.75,4
567000,774.192,3,1857.1464,2.5,3
750000,792.48,4,1424.6352000000002,2.75,3
155000,219.45600000000002,1,1828.8000000000002,1,3
575000,950.976,4,2329.8912,2.75,3
275000,524.256,3,2668.5240000000003,2.5,3
275000,423.672,3,329.184,3,3
1300000,1301.496,4,1829.4096000000002,4,3
536000,579.12,3,1897.0752,2.5,3
371000,777.24,4,1453.8960000000002,2.5,3
283000,271.272,3,2560.32,1,4
972000,612.648,4,1920.24,1.75,5
399440,704.3928000000001,4,1339.9008000000001,2.5,3
464000,701.0400000000001,6,1037.5392000000002,3,3
241450,335.28000000000003,3,2480.4624000000003,1,3
475000,387.096,3,2438.4,1,4
452500,621.792,3,4783.836,1.75,4
224000,438.91200000000003,3,2551.176,1.5,3
460000,566.928,3,1938.528,1,3
1205000,1094.232,4,1626.1080000000002,3.5,3
220000,557.784,5,28943.808,1.5,3
405000,630.936,3,1431.6456,2.5,3
1210000,1014.984,4,2743.2000000000003,3.25,3
200000,368.808,3,3227.2224,1.5,4
395000,426.72,2,762,1.75,5
1700000,762,5,4648.2,2,5
390000,454.15200000000004,3,897.3312000000001,3,3
421000,432.81600000000003,3,3857.244,2,5
571000,765.048,3,1580.6928,2.5,3
206000,390.144,2,477.3168,2.5,3
1520000,1133.856,6,3563.112,3.5,3
585000,557.784,2,2194.56,1.75,4
301000,560.832,3,2194.56,1.75,4
325000,487.68,3,2286,1,3
219950,365.76,3,2561.5392,1.5,3
449400,758.952,4,1543.5072,3,3
480000,813.816,5,1456.944,2.75,3
760000,1133.856,4,4142.5368,3.5,3
350000,762,4,3553.6632,2.75,3
781500,1048.512,4,1929.9936,2.5,3
425000,594.36,3,1324.356,2.5,3
975000,682.7520000000001,4,3044.952,2.25,4
415000,213.36,1,777.24,1,3
460000,466.34400000000005,3,560.832,2.25,3
690000,1018.032,5,2766.06,3.25,3
700000,563.88,2,1507.236,1.5,4
351000,790.6512,3,1357.884,2.5,3
297300,603.504,3,2810.2560000000003,1.75,3
280000,387.096,3,2948.94,2.5,3
535500,527.304,3,12268.2,1.5,4
435000,777.24,4,1584.96,2.5,3
1450000,1200.912,3,2947.7208,2.75,5
250000,792.48,4,2743.2000000000003,2,3
577288,874.7760000000001,4,2194.56,2.75,3
746000,643.128,4,2496.3120000000004,2.75,5
650000,853.44,3,3200.7048,2,3
760000,914.4000000000001,4,1615.44,3.5,5
260000,469.392,4,2225.04,1.5,3
449000,524.256,5,4279.392,1.75,4
890000,844.296,6,1524,3.75,3
487600,713.2320000000001,4,3681.9840000000004,2.5,3
630000,710.1840000000001,4,9663.684000000001,2.5,4
281000,511.1496,4,1097.28,2.25,3
435000,387.096,3,1219.2,1,3
950000,838.2,3,5495.2392,2.75,5
370000,262.128,2,1844.0400000000002,1,3
335950,243.84,2,1582.5216,1.5,5
420000,615.696,3,11683.5936,2,4
463000,667.5120000000001,3,5214.5184,2.5,3
310000,301.752,3,2148.84,1,3
398000,396.24,2,1178.0520000000001,2,3
452000,384.048,2,344.72880000000004,2.5,3
518000,630.936,4,3122.3712,2.5,3
542500,585.216,3,502.6152,2.5,3
170000,396.24,2,3474.7200000000003,1,3
214000,377.952,3,1584.96,1.5,5
428900,859.5360000000001,4,1541.0688,2.5,3
280000,551.688,3,2325.6240000000003,2.25,4
210000,292.608,3,2859.0240000000003,2,3
434000,557.784,3,975.36,2.75,3
182000,597.408,3,2705.1000000000004,2.25,3
361000,594.36,3,2651.1504,2,3
365000,774.192,4,2038.5024,2.5,3
353000,667.5120000000001,3,2140.0008000000003,1.75,4
775000,1002.792,5,1706.88,3.5,3
239000,603.504,4,3226.308,2,2
653000,950.976,4,1565.7576000000001,2.5,3
249000,414.528,3,1853.7936000000002,2,3
425000,728.472,4,1530.4008000000001,2.5,3
419950,688.8480000000001,4,1573.9872,2.5,3
649000,832.104,4,1477.3656,2.5,3
250000,533.4,3,1935.7848000000001,2.5,3
350000,771.144,4,3095.244,2.5,3
1500000,1085.088,6,1975.104,2.5,4
538000,917.4480000000001,3,2137.8672,2.5,3
639000,612.648,3,1005.84,2.5,3
280000,414.528,3,2012.5944000000002,1.75,4
565000,679.7040000000001,4,2628.5952,2.5,4
490000,280.416,3,1463.04,1,4
937500,1283.208,5,4449.7752,3.75,3
470000,457.20000000000005,4,1115.2632,2,3
746000,582.168,3,3755.4408000000003,1.75,4
677100,643.128,3,2803.8552,2,3
260000,658.368,3,6919.569600000001,1.75,4
705000,725.4240000000001,5,1524,3,5
380000,521.208,4,3046.7808,2,3
599000,1057.656,5,3658.5144,2.5,3
572000,822.96,4,2435.9616,2.75,3
440000,697.9920000000001,3,1920.8496,2.5,3
300000,630.936,3,2202.1800000000003,2.25,3
1305000,1048.512,4,1524,3.5,3
230000,557.784,3,3453.6888000000004,2.25,3
215000,298.704,3,1706.88,1,2
337500,466.34400000000005,3,2011.68,2.25,4
825000,908.3040000000001,3,26406.6528,2.25,3
291600,496.824,3,2279.904,1.75,3
340000,353.56800000000004,2,438.30240000000003,1.5,3
590000,740.664,4,9904.7808,2.25,3
223000,408.432,3,2277.7704000000003,1.75,4
710000,545.592,2,1219.2,1,4
440000,396.24,2,1219.2,1.75,3
605000,627.888,3,1231.392,2,4
280000,451.10400000000004,2,4767.3768,1.5,4
189000,307.848,3,2304.288,1,3
580000,627.888,5,1828.8000000000002,2,3
850000,649.224,4,3609.7464,2.25,4
1695000,966.216,2,914.4000000000001,2.25,5
1010000,737.616,3,586.1304,3.25,3
459000,804.672,5,2101.596,3.5,3
450000,399.288,2,385.2672,1.5,3
929950,1155.192,3,3300.6792,3.5,3
269950,536.448,3,3908.4504,1.75,4
335000,304.8,2,1554.48,1.75,3
1825000,1837.9440000000002,3,11983.821600000001,3.75,3
2300000,1252.728,4,4855.1592,3.25,3
525000,752.856,4,2194.56,2.75,5
565000,469.392,3,1463.04,1.75,4
515000,880.8720000000001,4,4592.421600000001,2.5,3
650000,396.24,3,2519.4768,1,4
565000,563.88,3,3827.0688,3,3
445950,396.24,3,2377.44,1.75,5
430000,1182.624,5,2570.0736,3,3
890000,795.528,4,1341.1200000000001,2.75,5
649000,1216.152,5,3988.9176,3.25,3
472000,542.544,5,2208.2760000000003,2.25,4
413000,725.4240000000001,4,1770.5832,3.5,4
309000,606.552,3,1101.5472,2.5,3
1161000,902.2080000000001,4,8150.9616000000005,2.5,3
360000,658.368,4,2904.1344000000004,2.5,3
333500,402.336,3,2194.56,1.75,4
503000,896.1120000000001,4,47849.9424,2.5,3
215000,515.1120000000001,3,2346.96,1,4
445000,563.88,3,1234.44,2.25,4
269500,518.1600000000001,4,2150.6688,2.25,3
229000,310.896,3,2468.88,1,3
515000,573.024,5,14870.277600000001,1.75,3
330000,1068.0192,4,1828.8000000000002,2.5,3
447500,539.496,4,1015.5936,2,3
722800,1319.784,3,4450.08,3.25,3
210000,313.944,3,1396.8984,1,3
1050000,807.72,3,1680.0576,1.75,3
270500,594.9696,3,2625.2424,1.5,4
339100,716.2800000000001,4,3247.6440000000002,2.5,3
450000,862.5840000000001,7,2628.9,3.5,4
450000,432.81600000000003,3,4105.0464,2.25,3
433000,609.6,3,2194.56,2.75,3
292500,638.556,3,1047.9024,2.5,3
525000,475.488,3,2468.88,1,4
357500,527.304,3,439.52160000000003,3,3
1640000,1456.944,5,35980.725600000005,4,3
250000,527.304,4,2560.32,2.25,3
652100,725.4240000000001,3,1529.1816000000001,2.5,3
260000,286.512,3,1722.1200000000001,1,3
1500000,1057.656,4,1591.6656,3.25,3
485000,384.048,3,2209.8,1,3
1078000,963.168,4,13025.0184,2.75,3
629500,615.696,3,3226.0032,2,3
379950,600.456,4,2861.7672000000002,1.75,5
355000,274.32,2,2028.7488,1,3
249000,338.32800000000003,3,2567.3304000000003,1,3
675000,908.3040000000001,3,8534.4,3,3
800000,527.304,2,9598.4568,2.25,4
525000,877.8240000000001,5,2549.3472,2.75,3
320000,262.128,3,1542.288,1,3
975000,1301.496,4,13224.052800000001,2.5,3
619850,691.8960000000001,4,2818.4856,2.5,5
330000,682.1424000000001,3,2197.3032000000003,2.5,3
3800000,2148.84,5,13057.632000000001,5.5,4
2351960,1527.048,4,5916.7776,4.25,3
2180000,1435.6080000000002,6,3352.8,2.75,3
542126,719.3280000000001,4,13133.2224,2.5,3
335000,694.9440000000001,4,2286,2.25,4
279500,365.76,3,2450.592,1.5,4
480000,499.872,3,2391.7656,2.5,3
419000,652.272,3,4581.144,1.75,4
417500,405.384,2,1679.448,1,3
580000,451.10400000000004,3,312.7248,2.25,3
470000,606.552,4,9169.2984,2.5,3
375000,353.56800000000004,2,502.3104,1.5,3
345000,411.48,2,1369.7712000000001,1,3
735000,926.5920000000001,4,736.092,2.75,3
500000,283.464,2,1143,1,4
555000,594.36,2,490.728,2.75,3
502550,539.496,3,2400.3,1.75,4
194000,426.72,3,2424.684,1,3
285000,341.37600000000003,3,3261.6648,1,3
225000,243.84,2,1844.0400000000002,1,4
245000,307.848,3,2949.8544,1,5
729999,496.824,2,513.8928000000001,2.25,3
175003,423.672,3,573.6336,1.5,3
368000,475.488,3,2403.0432,1.5,3
450000,606.552,4,2231.136,2.25,4
251100,545.592,4,1602.3336000000002,2.5,3
530000,804.672,3,4198.62,2.5,3
451000,512.0640000000001,4,2377.44,1.75,3
710000,932.6880000000001,4,1524,2.5,3
420000,445.00800000000004,2,2387.1936,1,3
460000,344.42400000000004,3,2133.6,1,3
1550000,746.76,5,6341.3640000000005,2.5,4
395000,701.0400000000001,3,2724.3024,2.5,3
824000,758.952,4,3006.5472,2.25,4
799000,1018.032,4,1730.3496,2.75,3
760000,551.688,3,1371.6000000000001,2,4
450000,469.392,3,2282.952,1.75,5
278000,579.12,3,3046.1712,1.5,3
225000,286.512,3,2826.1056000000003,1,3
552000,435.86400000000003,3,1524,1,4
325000,685.8000000000001,3,8027.5176,1.75,3
955500,649.224,4,1548.384,1.75,3
430000,472.44,3,447.75120000000004,2.25,3
855000,1042.416,5,1727.9112,3.25,3
915000,957.072,3,2989.4784,2.5,3
535000,798.576,5,1947.3672000000001,2.75,3
472000,618.744,5,2988.2592,2,3
475000,691.8960000000001,3,3962.4,1.75,5
540000,490.728,3,1060.0944,1.75,4
303000,626.6688,3,1086.3072,2.5,3
370000,984.504,3,10761.2688,2.25,3
524000,667.5120000000001,4,4721.656800000001,2.25,3
240000,460.24800000000005,3,3123.5904,1.75,3
439000,877.8240000000001,5,3048,3.5,3
529500,429.76800000000003,3,275.844,2.25,3
360000,579.12,3,3476.8536000000004,1.75,3
248000,432.81600000000003,3,2682.2400000000002,1,4
700000,627.888,3,3246.1200000000003,2.5,5
203000,256.03200000000004,3,1981.2,1,5
360000,387.096,3,403.2504,2,3
246500,435.86400000000003,3,2718.5112,2,3
890776,966.216,5,2466.7464,2.75,3
249000,646.176,3,5588.508000000001,1.75,3
855000,725.4240000000001,4,3291.84,2,3
660000,539.496,3,655.32,2,3
357823,377.952,3,2802.9408000000003,1.5,3
110000,252.984,2,2313.4320000000002,1,2
675000,521.208,3,1802.2824,1.75,4
455000,545.592,4,13940.9424,1.75,3
401000,384.048,2,800.1,1.5,4
612500,777.24,4,3237.8904,2.5,3
235000,568.1472,3,2126.8944,1,4
569999,938.784,3,4230.624,2.5,3
465000,609.6,5,3122.9808000000003,1.75,3
248000,560.832,3,5943.9048,1.75,4
570000,277.368,2,1310.9448,1,4
375000,765.048,4,2208.2760000000003,2.5,3
380000,637.032,3,15609.4176,3.25,3
575000,298.704,2,1116.4824,1,5
305000,496.824,3,3341.2176,2.25,4
726888,905.2560000000001,5,2213.1528000000003,3,3
280000,481.584,3,2413.4064000000003,2.5,3
570000,368.808,3,2240.28,1.75,3
339950,249.936,2,207.5688,1,3
1315000,1054.608,4,1218.2856000000002,3.5,3
2555000,1615.44,4,7989.112800000001,2.5,2
280000,405.384,3,6267.2976,1,3
345000,603.504,4,2435.6568,1,3
247000,481.584,3,2420.4168,2.25,4
225000,425.5008,2,34122.0552,1,3
335000,618.744,4,4114.8,2.25,3
200000,374.904,3,2261.616,2.25,5
650000,582.168,4,5038.9536,2.75,4
460000,441.96000000000004,3,320.9544,2.5,3
219950,493.776,3,2837.688,1.5,4
690000,536.448,3,1219.2,1.5,3
811000,752.856,3,2258.568,3,5
585000,801.624,4,1885.188,2.5,3
1065000,1298.448,4,2987.04,3.75,3
360000,633.984,4,1243.584,2.5,5
750000,798.576,3,13359.9936,2.5,3
735000,944.88,4,2599.6392,2.5,3
265000,542.544,3,1989.4296000000002,2.5,3
503045,475.488,3,685.8000000000001,3,3
768000,923.5440000000001,5,4157.472000000001,2.75,4
522500,499.872,4,2834.3352,1.75,4
538900,926.5920000000001,5,2012.8992,3,3
475226,646.176,3,1375.2576000000001,2.5,3
407500,835.152,5,2508.504,2,3
683000,798.576,4,3197.0472,2.5,3
850000,993.648,3,28014.472800000003,2.5,4
664000,728.472,4,2570.0736,2.5,3
261490,499.872,4,2580.7416000000003,1,4
500000,801.624,4,4572,2.75,4
470000,640.08,3,1432.5600000000002,2.5,3
265000,554.736,3,9956.596800000001,1.75,4
360000,256.03200000000004,2,2259.7872,1,4
390000,490.728,3,3137.0016,2.5,4
550000,637.032,3,2467.356,2.25,3
439000,795.528,5,1526.7432000000001,2,3
560000,627.888,3,9570.720000000001,2.25,3
414500,368.808,2,389.5344,1.5,3
338900,590.0928,3,2894.076,2.25,3
355000,381,2,1389.2784000000001,1,3
510000,835.152,5,1169.8224,2,4
297000,390.144,2,11391.2904,1.75,4
1470000,923.5440000000001,4,3105.6072000000004,2.5,3
340000,521.208,3,3105.9120000000003,1,3
430000,762,5,1752.6000000000001,3,3
760000,542.544,3,533.4,2,3
340000,441.96000000000004,3,2921.8128,1,3
380000,1051.56,5,3021.7872,3,3
221700,474.2688,2,6096,1.5,4
810000,859.5360000000001,4,1524,2.75,3
405000,384.048,3,2247.2904000000003,1.75,4
960000,969.264,4,3080.0040000000004,2.5,4
338000,752.856,3,1508.1504,2.5,3
417000,585.216,3,2899.2576000000004,1.75,3
323000,484.632,3,2364.9432,1,4
285000,271.272,2,2209.8,1,3
200000,283.464,3,2313.4320000000002,1,3
425000,588.264,4,4326.9408,2.5,4
523000,731.52,3,1884.2736,2.5,3
270000,728.472,3,2133.6,2.25,4
2400000,1490.472,4,4629.3024000000005,4.25,3
260000,719.3280000000001,4,2940.4056,2.5,3
700000,396.24,4,503334.2232,1,4
400000,627.888,4,932.6880000000001,2,3
205000,295.656,3,2346.96,1,4
1210000,1517.904,4,5507.4312,3.75,3
216500,323.088,2,1584.96,1,3
253000,454.15200000000004,3,2332.0248,2,3
640500,326.136,3,1373.124,1,4
719000,515.1120000000001,3,1371.6000000000001,2.5,4
607500,676.6560000000001,5,1828.8000000000002,1.75,3
480000,740.664,4,1524,2.5,3
396675,527.304,2,1943.1000000000001,1,4
400000,448.05600000000004,2,1865.3760000000002,1,2
627000,826.008,3,1059.18,3.5,3
370000,243.84,3,699.8208000000001,1,4
445000,606.552,4,1440.18,1.75,4
250000,646.176,4,2652.0648,2,4
647500,393.192,3,1179.576,1.75,5
920000,877.8240000000001,4,1752.6000000000001,2.75,5
866059,954.024,5,1462.1256,3.5,3
1728000,1127.76,4,6269.736,3,4
535000,935.7360000000001,4,2194.8648000000003,2.75,3
583000,792.48,3,1554.48,2.5,3
725000,515.1120000000001,3,2587.4472,1.75,4
105500,283.464,2,2359.152,1,1
259000,377.952,3,1219.2,1.75,3
470000,530.352,3,516.0264000000001,3.25,3
560000,560.832,3,4567.428,2,3
358990,521.208,3,661.7208,3.25,3
1000000,542.544,4,4769.5104,2,5
512000,792.48,4,1373.4288000000001,2.5,3
815000,789.432,3,6551.3712000000005,2.5,4
430000,737.616,2,18587.9232,2.5,3
350000,856.488,4,3179.9784,2.5,3
307300,463.29600000000005,2,310.896,2,3
238000,161.544,1,1935.48,1,5
560000,512.0640000000001,2,1416.4056,2,3
525000,292.608,2,2194.56,1.5,3
345000,344.42400000000004,2,2463.0888,1,4
395000,490.728,3,1144.5240000000001,2.5,3
525000,954.024,4,1766.316,2.5,3
1691000,1225.296,4,4119.372,3.5,3
365000,606.552,4,6495.8976,2.25,4
359800,661.416,5,838.8096,2.5,3
160000,307.848,3,1632.2040000000002,1.75,3
429950,707.1360000000001,4,1378.9152000000001,2.5,3
278000,591.312,4,2099.1576,2.5,3
649500,1136.904,3,116838.3744,3,4
774950,1039.3680000000002,4,54686.9112,2.5,3
427000,512.0640000000001,3,2624.328,1.75,4
501000,551.688,2,2293.0104,1.75,3
365000,737.616,4,2561.5392,2.5,3
191000,301.752,3,2516.1240000000003,1,3
263000,482.8032,3,975.36,2.5,3
405000,390.144,3,2926.08,1.5,4
350000,585.216,3,2045.208,1,3
502775,518.1600000000001,3,2999.232,1.75,4
435000,289.56,3,3072.384,1,4
546000,295.656,2,1036.3200000000002,1,3
1118000,1170.432,4,5065.4712,2.5,4
539900,762,3,1281.0744,2.5,3
207100,304.8,2,1371.6000000000001,1,3
320000,374.904,3,2283.5616,1,3
235000,579.12,3,2432.304,2,4
332000,460.24800000000005,3,2403.0432,2,3
675000,621.792,4,2811.78,2.5,5
995000,1258.824,5,2193.6456000000003,3.25,3
888990,1078.992,4,1676.4,2.75,3
